NAME,FIRSTREF,FIRSTURL,DATE,NUM_OBS,MASS(mjupiter),RADIUS(rjupiter),PERIOD(day),ECCENTRICITY,SEMI_MAJOR_AXIS(AU),SEPARATION(AU),STAR_NAME,DIST(PARSEC),RA_STRING(h:m:s),DEC_STRING(d:m:s),STAR_MASS(msun),STAR_RADIUS(rsun)
Kepler-363 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0151834,0.182889,11.932125,,0.102192,0.102192,Kepler-363,,+18:52:46.09,+41:18:19.40,,1.485
Kepler-107 e,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0360464,0.307788,14.749049,,0.117702,0.117702,Kepler-107,,+19:48:06.77,+48:12:31.00,,1.411
Kepler-298 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.014454,0.174859,10.475464,,0.0936962,0.0936962,Kepler-298,,+18:52:09.55,+48:49:31.30,,0.582
Kepler-401 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0126401,0.152556,14.383035,,0.115746,0.115746,Kepler-401,,+19:20:19.86,+50:51:48.53,,1.333
Kepler-240 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0165098,0.196271,7.953528,,0.0779794,0.0779794,Kepler-240,,+19:24:38.09,+40:45:00.97,,0.739
Kepler-291 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0138423,0.167722,5.700786,,0.0624544,0.0624544,Kepler-291,,19:11:39.91,+42:26:14.29,,1.016
Kepler-142 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.014692,0.177536,2.024152,,0.0313162,0.0313162,Kepler-142,,+19:40:28.52,+48:28:52.61,,1.269
Kepler-122 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.115399,0.523686,12.465988,,0.105218,0.105218,Kepler-122,,+19:24:26.86,+39:56:56.80,,1.216
Kepler-264 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0333072,0.297083,40.806231,,0.231966,0.231966,Kepler-264,,+19:28:10.70,+37:22:34.46,,1.55
Kepler-295 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00587447,0.108841,12.645164,,0.106224,0.106224,Kepler-295,,+19:01:23.02,+45:22:04.01,,0.898
Kepler-254 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0196646,0.223035,18.746477,,0.138108,0.138108,Kepler-254,,+19:12:39.53,+45:48:59.44,,0.91
Kepler-278 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0541479,0.363101,30.160546,,0.189627,0.189627,Kepler-278,,+19:20:25.73,+38:42:08.03,,2.935
Kepler-26 e,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0186399,0.215006,46.827915,,0.254259,0.254259,Kepler-26,,+18:59:45.85,+46:33:59.54,,0.571
Kepler-292 e,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0218083,0.238201,11.97901,,0.10246,0.10246,Kepler-292,,+19:43:03.86,+42:25:27.41,,0.826
Kepler-274 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0135483,0.164154,33.197861,,0.202153,0.202153,Kepler-274,,+19:31:41.45,+38:28:38.21,,1.007
Kepler-354 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0135483,0.164154,5.47666,,0.0608066,0.0608066,Kepler-354,,+19:03:00.36,+41:20:08.30,,0.674
Kepler-320 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00871939,0.122223,17.934937,,0.134093,0.134093,Kepler-320,,+19:32:51.25,+46:10:30.47,,1.108
Kepler-115 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0208911,0.231956,8.990889,,0.0846204,0.0846204,Kepler-115,,19:50:50.86,+45:15:42.92,,1.205
Kepler-94 b,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,2014,,0.0341063,0.313113,2.50806,0,0.033677,0.033677,Kepler-94,,18:44:46.7,+47:29:49,0.81,0.76
Kepler-244 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0151834,0.182889,9.767292,,0.0894244,0.0894244,Kepler-244,,+19:08:58.24,+42:18:04.93,,0.803
Kepler-144 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00829825,0.120439,10.104665,,0.0914719,0.0914719,Kepler-144,,+18:47:39.77,+42:46:31.84,,1.235
Kepler-229 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0165098,0.196271,6.252972,,0.0664249,0.0664249,Kepler-229,,+19:07:59.88,+48:22:32.84,,0.728
Kepler-347 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0129124,0.156125,27.320871,,0.177529,0.177529,Kepler-347,,+19:16:47.89,+49:18:20.59,,1.005
Kepler-330 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00829825,0.120439,8.25978,,0.0799685,0.0799685,Kepler-330,,+19:13:47.39,+44:48:06.05,,0.722
Kepler-171 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0178911,0.208761,4.166972,,0.0506781,0.0506781,Kepler-171,,+19:47:05.24,+41:45:19.94,,0.839
Kepler-406 b,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,2014,,0.0199792,0.127576,2.42629,0,0.0361437,0.0361437,Kepler-406,,19:27:23.531,+44:58:05.6,1.07,1.07
Kepler-194 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0207641,0.231064,17.308032,,0.13095,0.13095,Kepler-194,,+19:27:53.14,+47:51:51.01,,1.025
Kepler-146 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0292202,0.27924,76.732171,,0.353393,0.353393,Kepler-146,,+19:36:26.57,+38:42:36.83,,1.208
Kepler-332 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00508144,0.10438,7.626324,,0.0758257,0.0758257,Kepler-332,,+19:06:39.10,+47:24:49.32,,0.72
Kepler-344 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0260126,0.263181,125.596809,,0.490824,0.490824,Kepler-344,,+19:29:59.93,+46:19:27.88,,0.976
Kepler-79 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0189,0.653,52.09059,0.025,0.272969,0.272969,Kepler-79,,+20:02:04.13,+44:22:53.69,,1.403
Kepler-171 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0139171,0.168615,39.595519,,0.227355,0.227355,Kepler-171,,+19:47:05.24,+41:45:19.94,,0.839
Kepler-229 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0802152,0.438933,16.068638,,0.124621,0.124621,Kepler-229,,+19:07:59.88,+48:22:32.84,,0.728
Kepler-147 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0125754,0.136497,12.610584,,0.10603,0.10603,Kepler-147,,+19:11:54.17,+39:05:13.85,,1.468
Kepler-287 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0177874,0.207869,20.342199,,0.145838,0.145838,Kepler-287,,+19:23:42.58,+48:26:36.78,,1.032
Kepler-235 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00692663,0.114194,7.824904,,0.0771364,0.0771364,Kepler-235,,+19:04:18.98,+39:16:41.95,,0.554
Kepler-213 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0178911,0.208761,4.822962,,0.0558662,0.0558662,Kepler-213,,+19:23:17.81,+44:38:49.85,,1.195
Kepler-376 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0131908,0.159693,14.172327,,0.114613,0.114613,Kepler-376,,+19:26:25.73,+38:24:37.40,,1.175
Kepler-337 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0151834,0.182889,9.693201,,0.0889716,0.0889716,Kepler-337,,+19:20:14.53,+47:09:50.26,,1.761
Kepler-321 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0176845,0.206977,13.093921,,0.108723,0.108723,Kepler-321,,+19:37:48.94,+44:08:45.49,,1.194
Kepler-213 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0120479,0.144527,2.46236,,0.0356868,0.0356868,Kepler-213,,+19:23:17.81,+44:38:49.85,,1.195
Kepler-186 e,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,2014,,0.00672298,0.113201,22.407793,0.03,0.121623,0.121623,Kepler-186,151,+19:54:36.65,+43:57:18.07,0.478,0.472
Kepler-221 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0256819,0.261397,5.690586,,0.0623799,0.0623799,Kepler-221,,+19:46:37.13,+46:50:06.97,,0.821
Kepler-386 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0117926,0.140958,25.193458,,0.168189,0.168189,Kepler-386,,+19:19:26.15,+48:41:37.86,,0.767
Kepler-304 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0245625,0.255152,3.295709,,0.0433417,0.0433417,Kepler-304,,+19:37:46.02,+40:33:27.32,,0.687
Kepler-149 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0504114,0.353288,160.018032,,0.576836,0.576836,Kepler-149,,+19:03:24.88,+38:23:02.83,,0.953
Kepler-362 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.010538,0.12936,37.866281,,0.220686,0.220686,Kepler-362,,+19:27:05.18,+47:31:47.64,,0.722
Kepler-55 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.011856,0.14185,2.211099,,0.0332158,0.0332158,Kepler-55,,+19:00:40.39,+44:01:35.26,,0.619
Kepler-327 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00422638,0.0990276,2.549575,,0.0365246,0.0365246,Kepler-327,,+19:30:34.16,+44:05:15.61,,0.492
Kepler-292 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0167934,0.198947,7.055679,,0.0719945,0.0719945,Kepler-292,,+19:43:03.86,+42:25:27.41,,0.826
Kepler-216 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0179955,0.209653,7.693641,,0.0762713,0.0762713,Kepler-216,,+19:34:54.73,+46:07:44.94,,1.26
Kepler-211 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00711292,0.115086,6.04045,,0.0649112,0.0649112,Kepler-211,,+19:01:45.41,+43:10:06.53,,0.816
Kepler-198 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0239491,0.251584,17.790037,,0.13337,0.13337,Kepler-198,,+19:22:41.56,+38:41:27.64,,0.94
WTS-2 b,Birkby 2014,http://adsabs.harvard.edu/abs/2014MNRAS.440.1470B,2014,,1.12,1.3,1.0187074,0,0.0185537,0.0185537,WTS-2,1000,19:34:55.871,+36:48:55.,0.82,0.761
Kepler-268 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0202659,0.227496,25.934138,,0.17147,0.17147,Kepler-268,,+19:27:54.29,+38:03:18.29,,1.274
Kepler-294 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0223552,0.24177,6.6264,,0.0690438,0.0690438,Kepler-294,,+19:09:34.09,+46:03:33.52,,0.976
Kepler-105 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0119837,0.143635,7.125939,,0.0724716,0.0724716,Kepler-105,,+19:11:32.96,+46:16:34.46,,1.16
Kepler-318 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0733215,0.420198,4.662715,,0.0546218,0.0546218,Kepler-318,,+19:53:55.86,+46:47:37.03,,1.189
Kepler-331 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0121773,0.146311,32.134328,,0.197812,0.197812,Kepler-331,,+19:27:20.23,+39:18:26.50,,0.492
XO-2S c,Desidera 2014,http://adsabs.harvard.edu/abs/2014A%26A...567L...6D,2014,63,1.371,,120.8,0.1528,0.47557,0.47557,XO-2S,,07:48:07.477,+50:13:03.,0.982,1.02
Kepler-184 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0145328,0.175752,20.303005,,0.145651,0.145651,Kepler-184,,+19:27:48.46,+43:04:28.96,,0.873
Kepler-124 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0129124,0.156125,13.821375,,0.112713,0.112713,Kepler-124,,+19:07:00.66,+49:03:53.68,,0.636
Kepler-422 b,Endl 2014,http://adsabs.harvard.edu/abs/2014ApJ...795..151E,2014,15,1,1.15,7.8914483,0.016,0.0812822,0.0812822,Kepler-422,,18:50:31.117,+46:19:24.0,1.15,1.24
Kepler-195 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.011604,0.138282,34.096863,,0.205786,0.205786,Kepler-195,,+19:12:29.02,+47:58:00.01,,0.775
Kepler-204 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0200225,0.225711,14.400974,,0.115842,0.115842,Kepler-204,,+19:01:23.34,+41:45:42.91,,1.238
Kepler-290 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0222169,0.240878,36.77031,,0.216407,0.216407,Kepler-290,,+19:05:38.40,+42:40:53.58,,0.743
Kepler-334 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00960182,0.125792,25.09849,,0.167766,0.167766,Kepler-334,,+19:08:33.76,+47:06:54.68,,1.068
Kepler-273 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0146122,0.176644,8.014927,,0.0783802,0.0783802,Kepler-273,,+19:25:12.54,+47:41:51.94,,0.815
eta Cet c,Trifonov 2014,http://adsabs.harvard.edu/abs/2014A%26A...568A..64T,2014,,3.28703,,744.5,0.025,1.91985,1.91985,eta Cet,37.99,+01:08:35.26,-10:10:54.94,1.7,14.3
Kepler-370 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.011856,0.14185,4.57953,,0.0539702,0.0539702,Kepler-370,,+19:28:41.09,+40:54:58.72,,0.9
Kepler-266 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0194307,0.221251,6.61833,,0.0689878,0.0689878,Kepler-266,,+19:37:56.24,+44:10:00.88,,1.028
Kepler-349 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.014454,0.174859,12.247629,,0.103986,0.103986,Kepler-349,,+19:34:42.35,+44:36:56.09,,0.927
Kepler-275 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0333072,0.297083,35.676062,,0.212092,0.212092,Kepler-275,,+19:29:55.14,+38:30:53.71,,1.383
Kepler-223 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0125062,0.150772,7.384108,,0.0742116,0.0742116,Kepler-223,,+19:53:16.40,+47:16:46.16,,1.017
Kepler-137 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0138423,0.167722,18.735753,,0.138056,0.138056,Kepler-137,,+18:48:32.54,+43:02:20.76,,0.802
HIP 97233 b,Jones 2014,http://adsabs.harvard.edu/abs/2015A%26A...573A...3J,2014,41,19.8471,,1058.8,0.61,2.5395,2.5395,HIP 97233,106.496,+19:45:41.26,-00:41:47.46,1.93,5.34
Kepler-116 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0174811,0.205192,13.07163,,0.108599,0.108599,Kepler-116,,+19:38:58.09,+43:32:12.59,,1.454
Kepler-117 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.194248,0.696762,18.795952,,0.138351,0.138351,Kepler-117,,+19:15:10.33,+48:02:24.83,,1.471
Kepler-149 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0119837,0.143635,55.328328,,0.284166,0.284166,Kepler-149,,+19:03:24.88,+38:23:02.83,,0.953
HAT-P-44 b,Hartman 2014,http://adsabs.harvard.edu/abs/2014AJ....147..128H,2014,,0.352,1.242,4.301219,0.272,0.0507459,0.0507459,HAT-P-44,363,14:12:34.567,+47:00:52.9,0.942,0.949
Kepler-381 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00436179,0.0999197,13.391635,,0.110364,0.110364,Kepler-381,,+19:00:43.88,+43:49:51.89,,1.568
Kepler-354 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00621274,0.110625,24.209842,,0.163783,0.163783,Kepler-354,,+19:03:00.36,+41:20:08.30,,0.674
Kepler-53 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0157841,0.189134,9.751962,,0.0893308,0.0893308,Kepler-53,,+19:21:50.83,+40:33:44.86,,0.958
Kepler-280 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0148535,0.17932,4.807091,,0.0557436,0.0557436,Kepler-280,,+19:25:33.71,+42:10:50.12,,0.886
Kepler-332 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00396389,0.0972433,15.995622,,0.124244,0.124244,Kepler-332,,+19:06:39.10,+47:24:49.32,,0.72
Kepler-392 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00409374,0.0981354,10.423118,,0.0933838,0.0933838,Kepler-392,,+19:14:38.58,+43:22:05.09,,1.129
Kepler-357 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0218083,0.238201,16.85837,,0.128672,0.128672,Kepler-357,,+19:24:58.36,+44:00:31.39,,0.834
Kepler-312 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0296032,0.281024,19.747412,,0.142982,0.142982,Kepler-312,,+19:53:34.98,+42:27:35.10,,1.467
Kepler-234 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0425085,0.330092,2.711506,,0.0380552,0.0380552,Kepler-234,,+19:26:36.85,+38:29:40.78,,1.113
Kepler-158 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0139923,0.169507,28.551383,,0.18282,0.18282,Kepler-158,,+18:56:07.73,+39:46:52.79,,0.624
Kepler-251 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0232079,0.247123,30.133001,,0.189511,0.189511,Kepler-251,,+19:46:15.89,+44:06:21.10,,0.89
Kepler-397 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0192003,0.219467,22.250949,,0.154824,0.154824,Kepler-397,,+19:43:34.57,+42:22:49.62,,0.767
Kepler-109 c,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,2014,,0.0199023,0.224819,21.2227,0,0.151991,0.151991,Kepler-109,,19:21:34.263,+40:17:05.6,1.04,1.32
Kepler-107 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0116666,0.139174,3.179997,,0.0423212,0.0423212,Kepler-107,,+19:48:06.77,+48:12:31.00,,1.411
Kepler-129 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0202659,0.227496,82.20017,,0.369989,0.369989,Kepler-129,,+19:01:14.70,+47:50:54.82,,1.641
Kepler-367 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00730238,0.115978,37.815724,,0.22049,0.22049,Kepler-367,,+19:49:10.16,+49:58:53.87,,0.695
Kepler-283 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.013404,0.16237,92.743711,,0.400986,0.400986,Kepler-283,,+19:34:27.30,+47:50:20.40,,0.566
Kepler-235 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0151834,0.182889,20.060548,,0.144489,0.144489,Kepler-235,,+19:04:18.98,+39:16:41.95,,0.554
Kepler-306 d,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.019315,0.220359,17.326644,,0.131044,0.131044,Kepler-306,,+19:14:09.28,+40:36:58.14,,0.719
Kepler-398 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00302153,0.0901062,11.419412,,0.0992436,0.0992436,Kepler-398,,+19:25:52.46,+40:20:37.86,,0.613
Kepler-129 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0182069,0.211437,15.79186,,0.123186,0.123186,Kepler-129,,+19:01:14.70,+47:50:54.82,,1.641
Kepler-338 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0189734,0.217682,13.726976,,0.112199,0.112199,Kepler-338,,+18:51:54.94,+40:47:03.66,,1.735
Kepler-103 b,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,2014,,0.0305195,0.300624,15.9654,0,0.127704,0.127704,Kepler-103,,19:15:56.2,+40:03:52,1.09,1.44
Kepler-211 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00656354,0.11241,4.138575,,0.0504476,0.0504476,Kepler-211,,+19:01:45.41,+43:10:06.53,,0.816
Kepler-282 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00554835,0.107057,13.638723,,0.111718,0.111718,Kepler-282,,+18:58:42.56,+44:47:51.65,,0.904
Kepler-316 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00359062,0.0945669,2.240508,,0.0335097,0.0335097,Kepler-316,,+19:23:18.24,+44:11:02.80,,0.52
Kepler-263 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.019315,0.220359,47.332773,,0.256083,0.256083,Kepler-263,,+19:29:52.73,+37:34:04.04,,0.785
Kepler-335 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0346488,0.302436,6.562331,,0.0685981,0.0685981,Kepler-335,,+19:44:15.43,+45:25:43.03,,1.854
Kepler-368 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0318107,0.290838,26.84768,,0.175473,0.175473,Kepler-368,,+19:27:31.21,+45:23:16.55,,2.019
Kepler-349 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0139923,0.169507,5.929778,,0.0641159,0.0641159,Kepler-349,,+19:34:42.35,+44:36:56.09,,0.927
Kepler-324 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0296032,0.281024,51.805612,,0.271972,0.271972,Kepler-324,,+19:05:53.16,+49:38:56.47,,0.84
Kepler-102 b,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,2014,,0,0.041927,5.28696,0,0.0551367,0.0551367,Kepler-102,,18:45:55.8,+47:12:28,0.8,0.74
Kepler-394 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0123078,0.148095,12.130686,,0.103323,0.103323,Kepler-394,,+19:45:12.46,+50:40:20.35,,1.132
Kepler-385 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0275635,0.271211,15.163161,,0.119895,0.119895,Kepler-385,,+19:37:21.25,+50:20:11.54,,1.126
Kepler-304 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0162325,0.193594,5.315946,,0.0596111,0.0596111,Kepler-304,,+19:37:46.02,+40:33:27.32,,0.687
Kepler-113 b,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,2014,,0.013404,0.16237,4.754,0,0.0502736,0.0502736,Kepler-113,,19:11:59.492,+50:56:39.6,0.75,0.69
Kepler-106 c,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,2014,,0.0328478,0.223015,13.5708,0,0.111348,0.111348,Kepler-106,,20:03:27.3,+44:20:15,1,1.04
Kepler-400 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0122424,0.147203,9.024389,,0.0848304,0.0848304,Kepler-400,,+19:23:46.68,+40:28:48.14,,1.145
Kepler-248 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0541479,0.363101,16.239494,,0.125503,0.125503,Kepler-248,,+19:32:14.75,+43:34:52.90,,0.831
Kepler-103 c,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,2014,,0.0877632,0.458519,179.612,0,0.64119,0.64119,Kepler-103,,19:15:56.2,+40:03:52,1.09,1.44
Kepler-122 e,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0208911,0.231956,37.993273,,0.221179,0.221179,Kepler-122,,+19:24:26.86,+39:56:56.80,,1.216
Kepler-303 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.00192504,0.0794005,1.937055,,0.0304113,0.0304113,Kepler-303,,+18:52:32.52,+43:39:25.38,,0.485
Kepler-242 b,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0210192,0.232849,8.20395,,0.0796077,0.0796077,Kepler-242,,+19:06:15.77,+41:48:30.24,,0.85
Kepler-260 c,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,2014,,0.0128437,0.155232,76.050178,,0.351296,0.351296,Kepler-260,,+19:27:42.23,+38:00:50.83,,0.862
mu Leo b,Lee 2014,http://adsabs.harvard.edu/abs/2014A%26A...566A..67L,2014,,2.4,,357.8,0.09,1.12966,1.12966,mu Leo,38.05,+09:52:45.96,+26:00:25.51,1.5,11.4
